ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0001794159-20-000045	YES	101	0001440755	Blue Trend ASP Fund, a series of Alternative Strategies Managed Futures & Commodities Platform, LLC	401 S. TRYON STREET	TH3	CHARLOTTE	NC	NORTH CAROLINA	28288-1157	704-383-6369	DELAWARE				Blue Trend ASW Fund, a series of Alternative Strategies Managed Futures & Commodities Platform, LLC	BLUETREND ASW FUND a Series of Wachovia Alternative Strategies Managed Futures & Commodities Platform LLC		Limited Liability Company		overFiveYears	
0001833921-20-000005	YES	101	0001833679	USV Climate Investors 2021, LP	915 BROADWAY	19TH FLOOR	NEW YORK	NY	NEW YORK	10010	212-994-7880	DELAWARE							Limited Partnership		withinFiveYears	2020
0001804964-20-000003	YES	101	0001804964	Humboldt Americas LLC	C/O PETRA MANAGEMENT LTD.	2 EATON GATE	LONDON	X0	UNITED KINGDOM	SW1W 9BJ	011442034276177	DELAWARE				Crecera Americas LLC			Limited Liability Company		withinFiveYears	2016
0001315863-20-001028	YES	101	0001757837	EAJF Leveraged Feeder LP	105 S. NARCISSUS AVENUE, SUITE 800		WEST PALM BEACH	FL	FLORIDA	33401	561.566.5110	DELAWARE							Limited Partnership		withinFiveYears	2018
0001833146-20-000003	YES	101	0001835756	Indian Trails Partners, LLC	2015 3RD AVENUE NORTH		BIRMINGHAM	AL	ALABAMA	35203	205.580.1180	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001833921-20-000004	YES	101	0001833676	USV Bundled 2021, LP	915 BROADWAY	19TH FLOOR	NEW YORK	NY	NEW YORK	10010	212-994-7880	DELAWARE							Limited Partnership		withinFiveYears	2020
0001571351-20-000005	YES	101	0001571351	Sanergy, Inc.	3344 PEACHTREE RD NE #3603		ATLANTA	GA	GEORGIA	30326	224-627-7000	DELAWARE							Corporation		overFiveYears	
0001833146-20-000002	YES	101	0001833146	Walnut Gorge Holdings, LLC	4343 SHALLOWFORD ROAD	SUITE B7-B	MARIETTA	GA	GEORGIA	30062	4703383943	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001534122-20-000024	YES	101	0001748491	Segra International Corp.	108 - 21300 GORDON WAY		RICHMOND	A1	BRITISH COLUMBIA, CANADA	V6W1M2	6042843204	BRITISH COLUMBIA, CANADA							Corporation		withinFiveYears	2017
0001838465-20-000001	YES	101	0001838465	Conner Homes at Marabella, LLC	12600 SE 38TH STREET	SUITE 250	BELLEVUE	WA	WASHINGTON	98006	888-302-1252	WASHINGTON							Limited Liability Company		withinFiveYears	2020
0001833146-20-000001	YES	101	0001832603	BP Investco Holdings, LLC	228 North Park Avenue	Suite K	Winter Park	FL	FLORIDA	32789	4075643944	DELAWARE							Limited Liability Company		withinFiveYears	2019
0001833921-20-000003	YES	101	0001833779	USV Investors 2021, LP	915 BROADWAY	19TH FLOOR	NEW YORK	NY	NEW YORK	10010	212-994-7880	DELAWARE							Limited Partnership		withinFiveYears	2020
0001315863-20-001027	YES	101	0001838186	Sunridge Agribusiness Opportunities II LP	DE CATAPAN HOUSE, GRANGE ROAD		ST. PETER PORT	Y7	GUERNSEY	GY1 2QG	44 1481 739815	GUERNSEY							Other	a Guernsey limited partnership	withinFiveYears	2020
0001759161-20-000001	YES	101	0001759161	CRCM Fintech Fund, LP	475 SANSOME STREET, SUITE 730		SAN FRANCISCO	CA	CALIFORNIA	94111	415-578-5700	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2018
0001635263-20-000003	YES	101	0001635263	Acadian ACWI ex US Small-Cap Fund, LLC	C/O ACADIAN ASSET MANAGEMENT, LLC	260 FRANKLIN STREET	BOSTON	MA	MASSACHUSETTS	02110	6178503500	DELAWARE							Limited Liability Company		overFiveYears	
0001833921-20-000002	YES	101	0001833921	USV 2021, LP	915 BROADWAY	19TH FLOOR	NEW YORK	NY	NEW YORK	10010	212-994-7880	DELAWARE							Limited Partnership		withinFiveYears	2020
0000825042-20-000001	YES	101	0000825042	SPRING BANCORP INC	3400 Wabash Avenue		SPRINGFIELD	IL	ILLINOIS	62711	217-241-6124	ILLINOIS							Corporation		overFiveYears	
0001838554-20-000001	YES	101	0001838554	JM CASAS UNICAS LLC	2728 N Buckner Blvd		Dallas	TX	TEXAS	75228	972-741-5504	TEXAS							Limited Liability Company		withinFiveYears	2020
0001838561-20-000001	YES	101	0001838561	Villas on Fir Holdings LLC	6255 CARROLLTON AVENUE	#301075	INDIANAPOLIS	IN	INDIANA	46230	317-203-9457	INDIANA							Limited Liability Company		withinFiveYears	2020
0001784826-20-000001	YES	101	0001784826	Culture Fresh Foods, Inc.	162 Spring Street		Naugatuck	CT	CONNECTICUT	06770	203-632-8433	DELAWARE							Corporation		withinFiveYears	2019
0000905718-20-001197	YES	101	0001836950	12 West Long-Term Hold Overflow Fund LP	90 PARK AVENUE, 40TH FLOOR		NEW YORK	NY	NEW YORK	10016	(646) 216-7040	DELAWARE							Limited Partnership		withinFiveYears	2020
0001567106-20-000002	YES	101	0001567106	Vermeer Weather Fund, Ltd.	VICTORIA PLACE, 3RD FLOOR WEST	31 VICTORIA STREET	HAMILTON	D0	BERMUDA	HM 10	441-296-3626	BERMUDA							Other	A Bermuda exempted investment company	overFiveYears	
0001347970-20-000002	YES	101	0001347970	Triton Fund Ltd	VICTORIA PLACE, 3RD FLOOR WEST	31 VICTORIA STREET	HAMILTON	D0	BERMUDA	HM 10	441-296-3626	BERMUDA							Other	A Bermuda Exempt Company	overFiveYears	
0001833171-20-000001	YES	101	0001833171	EquityZen Growth Technology Fund LLC - Series 713	30 Broad Street	Suite 1200	New York	NY	NEW YORK	10004	(877) 490-6121	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001836427-20-000002	YES	101	0001836427	Greenoaks Capital MS LP - Gotham Light & Power Series	535 PACIFIC AVENUE	4TH FLOOR	SAN FRANCISCO	CA	CALIFORNIA	94133	415-528-3642	DELAWARE							Limited Partnership		withinFiveYears	2015
0001833173-20-000001	YES	101	0001833173	EquityZen Growth Technology Fund LLC - Series 711	30 Broad Street	Suite 1200	New York	NY	NEW YORK	10004	(877) 490-6121	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001378101-20-000002	YES	101	0001378101	Triton Fund L P	VICTORIA PLACE, 3RD FLOOR WEST	31 VICTORIA STREET	HAMILTON	D0	BERMUDA	HM 10	441-296-3626	DELAWARE							Limited Partnership		overFiveYears	
0001598607-20-000004	YES	101	0001598607	Rubik Holdings, Ltd.	VICTORIA PLACE, 3RD FLOOR WEST	31 VICTORIA STREET	HAMILTON	D0	BERMUDA	HM 10	441-296-3626	BERMUDA							Other	A Bermuda Exempted Company	overFiveYears	
0001370193-20-000002	YES	101	0001370193	Rembrandt Catastrophe Fund Ltd	VICTORIA PLACE, 3RD FLOOR WEST	31 VICTORIA STREET	HAMILTON	D0	BERMUDA	HM 10	441-296-3626	BERMUDA							Other	A Bermuda Exempted Company	overFiveYears	
0001349207-20-000002	YES	101	0001349207	PALMETTO FUND LTD	VICTORIA PLACE	3RD FLOOR WEST	HAMILTON	D0	BERMUDA	HM 10	441-296-3626	BERMUDA				PALMETTO CATASTROPHE FUND LTD			Other	A Bermuda Exempt Company	overFiveYears	
0001449123-20-000002	YES	101	0001449123	Palmetto Catastrophe Fund, L.P.	VICTORIA PLACE, 3RD FLOOR WEST	31 VICTORIA STREET	HAMILTON	D0	BERMUDA	HM 10	441-296-3626	DELAWARE							Limited Partnership		overFiveYears	
0001838558-20-000001	YES	101	0001838558	Alliant Tax Credit Fund 104, LP	21600 Oxnard Street, Suite 1200		Woodland Hills	CA	CALIFORNIA	91367	818-668-6800	CALIFORNIA							Limited Partnership		withinFiveYears	2020
0001347885-20-000002	YES	101	0001347885	Nimbus Weather Fund Ltd	VICTORIA PLACE, 3RD FLOOR WEST	31 VICTORIA STREET	HAMILTON	D0	BERMUDA	HM 10	441-296-3626	BERMUDA							Other	A Bermuda Exempted Company	overFiveYears	
0001347971-20-000002	YES	101	0001347971	Nimbus Weather Fund LP	VICTORIA PLACE, 3RD FLOOR WEST	31 VICTORIA STREET	HAMILTON	D0	BERMUDA	HM 10	441-296-3626	DELAWARE							Limited Partnership		overFiveYears	
0001355027-20-000001	YES	101	0001355027	HUIZENGA MANAGERS FUND LTD	C/O MOURANT GOVERNANCE SERVICES (CAYMAN)	94 SOLARIS AVENUE, CAMANA BAY	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1108	630-990-2100	CAYMAN ISLANDS							Corporation		overFiveYears	
0001836593-20-000001	YES	101	0001836593	Acretrader 142, LLC	112 W. CENTER STREET	SUITE 600	FAYETTEVILLE	AR	ARKANSAS	72701	479-335-5660	ARKANSAS							Limited Liability Company		withinFiveYears	2020
0001349209-20-000002	YES	101	0001349209	NEPHILA CATASTROPHE FUND, LTD	VICTORIA PLACE, 3RD FLOOR WEST	31 VICTORIA STREET	HAMILTON	D0	BERMUDA	HM 10	441-296-3626	BERMUDA				NEPHILA CATASTROPHE FUND LTD			Other	A Bermuda Exempted Company	overFiveYears	
0001837609-20-000001	YES	101	0001837609	Neko Tea Co	4215 GLENCOE AVE., UNIT 405		MARINA DEL REY	CA	CALIFORNIA	90292	917-679-9545	DELAWARE							Corporation		withinFiveYears	2020
0001838049-20-000001	YES	101	0001838049	Heitman Value Partners V, L.P.	191 NORTH WACKER DRIVE	SUITE 2500	CHICAGO	IL	ILLINOIS	60606	312-855-5700	DELAWARE							Limited Partnership		withinFiveYears	2020
0001838523-20-000002	YES	101	0001838523	Terravet Real Estate Fund III LP	33 Rock Hill Road	Suite 320	Bala Cynwyd	PA	PENNSYLVANIA	19004	215-395-6210	DELAWARE							Limited Partnership		withinFiveYears	2020
0001349208-20-000002	YES	101	0001349208	NEPHILA CATASTROPHE FUND L P	VICTORIA PLACE, 3RD FLOOR WEST	31 VICTORIA STREET	HAMILTON	D0	BERMUDA	HM 10	441-296-3626	DELAWARE							Limited Partnership		overFiveYears	
0001837961-20-000001	YES	101	0001837961	FC-CompleteCase, LLC	2317 3RD AVENUE NORTH	SUITE 101	BIRMINGHAM	AL	ALABAMA	35203	(205) 879-2722	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001826403-20-000002	YES	101	0001826403	Verify4 Inc	6409 Fayetteville Road	STE 120-240	Durham	NC	NORTH CAROLINA	27713	917-288-3622	DELAWARE							Corporation		withinFiveYears	2019
0001370059-20-000002	YES	101	0001370059	JUNIPER CATASTROPHE FUND LTD	VICTORIA PLACE, 3RD FLOOR WEST	31 VICTORIA STREET	HAMILTON	D0	BERMUDA	HM10	441-296-3626	BERMUDA							Other	A Bermuda Exempted Company	overFiveYears	
0000919574-20-007724	YES	101	0001338475	CONTRARIAN CAPITAL TRADE CLAIMS L P	CONTRARIAN CAPITAL MANAGEMENT, L.L.C.	411 WEST PUTNAM AVENUE, SUITE 425	GREENWICH	CT	CONNECTICUT	06830	203-862-8200	DELAWARE							Limited Partnership		overFiveYears	
0001838249-20-000002	YES	101	0001838249	Beer Money 3, LLC	7825 FAY AVE STE 140		LA JOLLA	CA	CALIFORNIA	92037	6195460973	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001838576-20-000001	YES	101	0001838576	Harvest Invest-018 LLC (A Series of Harvest Invest LLC)	5049 EDWARDS RANCH RD	STE 400	FORT WORTH	TX	TEXAS	76109	8446738876	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001446077-20-000002	YES	101	0001446077	JUNIPER CATASTROPHE FUND LP	VICTORIA PLACE, 3RD FLOOR WEST	31 VICTORIA STREET	HAMILTON	D0	BERMUDA	HM 10	441-296-3626	DELAWARE							Limited Partnership		overFiveYears	
0000919574-20-007721	YES	101	0001338428	CONTRARIAN CAPITAL SENIOR SECURED LP	CONTRARIAN CAPITAL MANAGEMENT, L.L.C.	411 WEST PUTNAM AVENUE, SUITE 425	GREENWICH	CT	CONNECTICUT	06830	203-862-8200	DELAWARE							Limited Partnership		overFiveYears	
0000919574-20-007720	YES	101	0001171503	Indus Japan Fund, L.P.	INDUS PARTNERS, LLC	888 SEVENTH AVENUE, 26TH FLOOR	NEW YORK	NY	NEW YORK	10019	(212) 909-2888	DELAWARE				INDUS JAPAN FUND LP			Limited Partnership		overFiveYears	
0001474569-20-000002	YES	101	0001474569	IRON CATASTROPHE FUND, LTD.	VICTORIA PLACE, 3RD FLOOR WEST	31 VICTORIA STREET	HAMILTON	D0	BERMUDA	HM 10	441-296-3626	BERMUDA							Other	A Bermuda Exempted Company	overFiveYears	
0001769963-20-000022	YES	101	0001769963	LOCALPAPER.COM LLC	520 S HALLANDALE BEACH BLVD	#435	HALLANDALE BEACH	FL	FLORIDA	33009	3055121124	DELAWARE							Limited Liability Company		withinFiveYears	2018
0000919574-20-007717	YES	101	0001323844	Indus Pacific Opportunities Fund, L.P.	INDUS PARTNERS, LLC	888 SEVENTH AVENUE, 26TH FLOOR	NEW YORK	NY	NEW YORK	10019	(212) 909-2888	DELAWARE	Indus Pacific Smaller Companies Fund L.P.			Indus Pacific Smaller Companies Fund L P			Limited Partnership		overFiveYears	
0001799077-20-000002	YES	101	0001799077	MAROON PEAKS PRIVATE EQUITY FUND X, LP	C/O CRESTONE CAPITAL	1048 PEARL ST, STE 450	BOULDER	CO	COLORADO	80302	303-442-4447	DELAWARE							Limited Partnership		withinFiveYears	2019
0000919574-20-007715	YES	101	0001424530	Indus Omni Fund, L.P.	INDUS PARTNERS, LLC	888 SEVENTH AVENUE, 26TH FLOOR	NEW YORK	NY	NEW YORK	10019	(212) 909-2888	DELAWARE				INDUS OMNI FUND LP			Limited Partnership		overFiveYears	
0001474572-20-000001	YES	101	0001474572	IRON CATASTROPHE FUND, L.P.	VICTORIA PLACE, 3RD FLOOR WEST	31 VICTORIA STREET	HAMILTON	D0	BERMUDA	HM 10	441-296-3626	DELAWARE							Limited Partnership		overFiveYears	
0000919574-20-007713	YES	101	0001457129	Indus Select Fund, L.P.	INDUS PARTNERS, LLC	888 SEVENTH AVENUE, 26TH FLOOR	NEW YORK	NY	NEW YORK	10019	(212) 909-2888	DELAWARE							Limited Partnership		overFiveYears	
0001722923-20-000002	YES	101	0001722923	Republic Midtown, LLC	94 SPRING STREET		CHARLESTON	SC	SOUTH CAROLINA	29403	843-724-7400	SOUTH CAROLINA							Limited Liability Company		withinFiveYears	2015
0000919574-20-007712	YES	101	0001538680	Mountaineer Partners, LP	MOUNTAINEER PARTNERS GP, LLC	150 EAST 58TH ST, 14TH FLOOR	NEW YORK	NY	NEW YORK	10155	(646) 459-7060	DELAWARE							Limited Partnership		overFiveYears	
0000919574-20-007709	YES	101	0001457124	Indus Select Fund, Ltd.	MOURANT OZANNES GOV SCS (CAYMAN) LTD	94 SOLARIS AVENUE, CAMANA BAY, BOX 1348	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1108	(212) 909-2888	CAYMAN ISLANDS							Other	Cayman Islands exempted company	overFiveYears	
0000945621-20-000372	YES	101	0001565329	New Generation Turnaround Fund (Delaware) LP	13 ELM STREET, SUITE 2		MANCHESTER	MA	MASSACHUSETTS	01944	978-704-6200	DELAWARE							Limited Partnership		overFiveYears	
0000919574-20-007707	YES	101	0001483251	Indus Japan Long Only Fund, LP	INDUS PARTNERS, LLC	888 SEVENTH AVENUE, 26TH FLOOR	NEW YORK	NY	NEW YORK	10019	(212) 909-2888	DELAWARE							Limited Partnership		overFiveYears	
0001837862-20-000001	YES	101	0001837862	Hive Brands Holdings, Inc.	43 ROWAN ROAD		CHATHAM	NJ	NEW JERSEY	07928	888-862-8022	DELAWARE							Corporation		withinFiveYears	2020
0000919574-20-007705	YES	101	0001335537	Sapere CTA Fund, LP	C/O SAPERE WEALTH MANAGEMENT, LLC	130 MATTHEWS STATION STREET, SUITE 2-A	MATTHEWS	NC	NORTH CAROLINA	28105	704-321-5244	DELAWARE				Sapere CTA Fund LP			Limited Partnership		overFiveYears	
0001477932-20-007586	YES	101	0001815786	Idoneus International AG.	Baarerstrasse 12		Zug	V8	SWITZERLAND	6302	00 41 41 5625013	SWITZERLAND							Other	Aktiengesellschaft (AG)	withinFiveYears	2020
0001838548-20-000001	YES	101	0001838548	Bradshaw Owner LLC	645 E MISSOURI	SUITE 170	PHOENIX	AZ	ARIZONA	85012	602-694-1127	ARIZONA							Limited Liability Company		withinFiveYears	2020
0001622720-20-000003	YES	101	0001622720	86Borders LLC	200 GALLERIA PARKWAY SE	SUITE 1475	ATLANTA	GA	GEORGIA	30339	615-788-1816	GEORGIA							Limited Liability Company		overFiveYears	
0001790232-20-000002	YES	101	0001790232	Defendify, Inc.	172 Lancaster Street	Suite 216	PORTLAND	ME	MAINE	04101	888-508-9221	DELAWARE	Madalos, LLC						Corporation		withinFiveYears	2017
0001838515-20-000001	YES	101	0001838515	BBH Capital Partners VI-J-1 (Cayman)	18 FORUM LANE	CAMANA BAY, PO BOX 2330	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1106	212-483-1818	CAYMAN ISLANDS							Other	Cayman Islands Unit Trust	withinFiveYears	2020
0001651005-20-000003	YES	101	0001651005	RapidSOS, Inc.	3 PARK AVENUE	22ND FLOOR	NEW YORK	NY	NEW YORK	10016	415-340-2224	DELAWARE							Corporation		withinFiveYears	2015
0000905718-20-001195	YES	101	0001838502	Cerberus SFR Opportunistic QF Partners, L.P.	C/O CERBERUS CAPITAL MANAGEMENT II, L.P.	875 THIRD AVENUE	NEW YORK	NY	NEW YORK	10022	212-891-2100	DELAWARE				Cerberus SFR Opportunistic QF Partners L.P.			Limited Partnership		withinFiveYears	2020
0000905718-20-001193	YES	101	0001838407	Cerberus SFR Opportunistic Partners, L.P.	C/O CERBERUS CAPITAL MANAGEMENT II, L.P.	875 THIRD AVENUE	NEW YORK	NY	NEW YORK	10022	212-891-2100	DELAWARE				SFR Opportunistic Partners, L.P.			Limited Partnership		withinFiveYears	2020
0000950142-20-002929	YES	101	0001765107	CIM Opportunity Zone Fund, L.P.	4700 WILSHIRE BLVD		LOS ANGELES	CA	CALIFORNIA	90010	323-860-4000	DELAWARE							Limited Partnership		withinFiveYears	2018
0001838296-20-000001	YES	101	0001838296	BAM PEBBLE BROOK LLC	602 N CAPITOL AVE	STE 210	INDIANAPOLIS	IN	INDIANA	46204	3175500214	INDIANA							Limited Liability Company		withinFiveYears	2020
0001782516-20-000001	YES	101	0001782516	Trail Mix Ventures Fund II, LP	250 EAST 65TH STREET, SUITE 11F		NEW YORK	NY	NEW YORK	10065	203-722-5087	DELAWARE							Limited Partnership		withinFiveYears	2019
0001838545-20-000002	YES	101	0001838469	4615 South Virginia Holdings, LLC	2726 BISSONNET ST. #240-532		HOUSTON	TX	TEXAS	77005	841-612-9024	TEXAS							Limited Liability Company		withinFiveYears	2020
0001838411-20-000001	YES	101	0001838411	SPI DFW 351 DE, LLC	8226 DOUGLAS AVE., STE. 455		DALLAS	TX	TEXAS	75225	972-9827951	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001838228-20-000001	YES	101	0001838228	Mekonos, Inc.	44 MONTGOMERY STREET, SUITE 300		SAN FRANCISCO	CA	CALIFORNIA	94104	(408) 857-2014	DELAWARE							Corporation		withinFiveYears	2017
0001833711-20-000001	YES	101	0001833711	Genstar Capital Partners X, L.P.	C/O GENSTAR CAPITAL PARTNERS LLC	FOUR EMBARCADERO CENTER	SAN FRANCISCO	CA	CALIFORNIA	94111	415-834-2350	DELAWARE							Limited Partnership		withinFiveYears	2020
0001833711-20-000001	NO	102	0001833729	Genstar Capital Partners X (EU), L.P.	C/O GENSTAR CAPITAL PARTNERS LLC	FOUR EMBARCADERO CENTER	SAN FRANCISCO	CA	CALIFORNIA	94111	415-834-2350	DELAWARE							Limited Partnership		withinFiveYears	2020
0001833711-20-000001	NO	103	0001833732	Stargen X, L.P.	C/O GENSTAR CAPITAL PARTNERS LLC	FOUR EMBARCADERO CENTER	SAN FRANCISCO	CA	CALIFORNIA	94111	415-834-2350	DELAWARE							Limited Partnership		withinFiveYears	2020
0001209191-20-065611	YES	101	0001825384	Stone Point Credit Corp	20 Horseneck Lane		Greenwich	CT	CONNECTICUT	06830	(203) 862-2900	DELAWARE				Stone Point Capital Credit LLC			Corporation		withinFiveYears	2020
0001825335-20-000004	YES	101	0001825335	Parks Services Inc	3350 SHELBY STREET SUITE 200		ONTARIO	CA	CALIFORNIA	91764	9095008636	CALIFORNIA				PARKS SERVICES INC			Corporation		withinFiveYears	2019
0001838436-20-000001	YES	101	0001838436	CVG- Ephraim South LLC	2831 ST ROSE PKWY		HENDERSON	NV	NEVADA	89052	7023897898	UTAH							Limited Liability Company		withinFiveYears	2020
0001838545-20-000001	YES	101	0001838545	FM 725 MHC Partners LLC	1659 W. STATE HWY. 46, STE. 115-602		NEW BRAUNFELS	TX	TEXAS	78132	405-640-1954	TEXAS							Limited Liability Company		withinFiveYears	2020
0001782217-20-000003	YES	101	0001782217	Cottonwood Richmond At Millcreek QOF, LLC	6340 SOUTH 3000 EAST, SUITE 500		SALT LAKE CITY	UT	UTAH	84121	(801) 278-0700	DELAWARE				CW Investor at Villas, LLC			Limited Liability Company		withinFiveYears	2019
0001833446-20-000001	YES	101	0001833446	Cestec, Inc	3400 INLAND EMPIRE BOULEVARD	STE 101	ONTARIO	CA	CALIFORNIA	91764	9099033050	CALIFORNIA							Corporation		withinFiveYears	2020
0001838107-20-000001	YES	101	0001838107	Ironhack Group, Inc.	120 SW 8TH STREET		MIAMI	FL	FLORIDA	33130	305-907-7086	DELAWARE							Corporation		withinFiveYears	2018
0001834352-20-000001	YES	101	0001834352	LPC MT EMPLOYEE AGGREGATOR, LLC	ONE NORTH WACKER DRIVE	SUITE 1925	CHICAGO	IL	ILLINOIS	60606	708-667-6940	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001834299-20-000001	YES	101	0001834299	LPC MT FF AGGREGATOR, LLC	ONE NORTH WACKER DRIVE	SUITE 1925	CHICAGO	IL	ILLINOIS	60606	708-667-6940	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001453721-20-000007	YES	101	0001453721	ROCKFLEET FINANCIAL SERVICES, INC.	420 LEXINGTON AVENUE	SUITE 300	NEW YORK	NY	NEW YORK	10170	212-257-2205	DELAWARE							Corporation		overFiveYears	
0001838261-20-000001	YES	101	0001838261	Fuji INC.	4389 Wallis Ranch Dr		Dublin	CA	CALIFORNIA	94568	6503925220	DELAWARE							Corporation		withinFiveYears	2020
0001838168-20-000002	YES	101	0001838168	JTCM Ventures LLC	555 ST. CHARLES DRIVE, SUITE 200		THOUSAND OAKS	CA	CALIFORNIA	91361	818-991-5500	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001738438-20-000002	YES	101	0001738438	A-1 Development, INC	2530 HANCOCK STREET		BELLEVUE	NE	NEBRASKA	68005	4028811245	NEBRASKA							Corporation		withinFiveYears	2018
0001837776-20-000001	YES	101	0001837777	Compound Advantage: Rebounder Fund, LLC	455 North Cityfront Plaza Drive		Chicago	IL	ILLINOIS	60611	312.465.2963	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001828174-20-000001	YES	101	0001828174	CyH.COM LLC	6014 E Mercer Way		Mercer Island	WA	WASHINGTON	98040-5127	273214957	WASHINGTON							Limited Liability Company		overFiveYears	
0001837776-20-000002	YES	101	0001837776	Compound Advantage: 21st Century Themes, LLC	455 North Cityfront Plaza Drive		Chicago	IL	ILLINOIS	60611	312.465.2963	DELAWARE							Limited Liability Company		withinFiveYears	2020
0001833277-20-000002	YES	101	0001833277	Ashure-Tech Inc	1050 LAKES DRIVE	STE 225	WEST COVINA	CA	CALIFORNIA	91790	8336076667	CALIFORNIA				ASHURE-TECH INC			Corporation		withinFiveYears	2020
0001799016-20-000003	YES	101	0001799016	Coverlease, Inc.	301 PRAIRIE WAY S		BAYPORT	MN	MINNESOTA	55003	651-243-0683	DELAWARE	Lease Vault, Inc.	Lease Vault LLC					Corporation		withinFiveYears	2017
0001583994-20-000001	YES	101	0001583994	Physicians Realty L.P.	309 N. WATER STREET	SUITE 500	MILWAUKEE	WI	WISCONSIN	53202	414-367-5600	DELAWARE				Physicians Realty Trust	Physicians Realty L.P.		Limited Partnership		overFiveYears	
